,bed_type,calendar_last_scraped,cancellation_policy,city,country,country_code,experiences_offered,has_availability,host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_response_time,instant_bookable,is_location_exact,jurisdiction_names,last_scraped,market,neighbourhood_group_cleansed,property_type,require_guest_phone_verification,require_guest_profile_picture,requires_license,room_type,smart_location,state,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,price,weekly_price,security_deposit,cleaning_fee,extra_people
2843,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,2970666,20160104002432,1121532,8.0,8.0,47.62319865456118,-122.3252505372043,4,1.0,1.0,2.0,1,2,1125,15,38,68,343,44,94.0,9.0,10.0,10.0,10.0,9.0,9.0,7,2.27,109.0,690.0,200.0,88.0,0.0
2844,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7308331,20160104002432,658155,13.0,13.0,47.62359340953379,-122.31682653858252,6,1.0,2.0,4.0,1,3,1125,28,58,87,87,5,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.9,198.0,567.5573663624511,254.48483177054607,120.0,0.0
2847,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6436976,20160104002432,21404681,2.0,2.0,47.62358546548156,-122.3266563571155,2,1.0,1.0,1.0,0,1,1125,27,57,87,362,24,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2,3.51,99.0,850.0,250.0,100.0,0.0
2848,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9328692,20160104002432,42537846,17.0,17.0,47.625293424312154,-122.31757638645136,1,1.0,0.0,1.0,1,1,1125,13,17,43,133,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,15,2.078918834221248,49.0,350.0,95.0,25.0,0.0
2849,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9117301,20160104002432,31509,4.0,4.0,47.62040250864689,-122.31930914967494,2,1.0,1.0,1.0,1,1,28,18,18,18,61,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,99.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2850,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,2898401,20160104002432,3001712,2.0,2.0,47.61868893985362,-122.32218703660591,4,1.0,1.0,1.0,1,2,150,0,0,0,121,21,91.0,9.0,9.0,9.0,8.0,10.0,9.0,1,1.14,100.0,567.5573663624511,254.48483177054607,70.0,25.0
2851,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Private room,"Seattle, WA",WA,8193516,20160104002432,42047742,1.0,1.0,47.61538097895309,-122.32412893406637,2,1.0,1.0,1.0,1,2,5,27,57,86,86,9,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,2.25,82.0,567.5573663624511,254.48483177054607,5.0,0.0
2853,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Shared room,"Seattle, WA",WA,1520581,20160104002432,1243056,37.0,37.0,47.62383897014697,-122.32176005478334,1,0.5,1.0,1.0,1,4,1125,15,45,75,350,9,91.0,9.0,7.0,10.0,10.0,10.0,9.0,37,0.36,65.0,349.0,350.0,35.0,0.0
2854,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Private room,"Seattle, WA",WA,1349175,20160104002432,1445691,2.0,2.0,47.63417398577591,-122.32223217998863,4,1.0,1.0,1.0,2,2,1125,19,33,63,338,158,96.0,9.0,10.0,10.0,10.0,10.0,9.0,2,5.25,80.0,567.5573663624511,150.0,61.71090387374462,10.0
2855,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,t,f,f,Private room,"Seattle, WA",WA,5633607,20160104002432,4810767,1.0,1.0,47.618129291434066,-122.3148371335712,2,1.0,1.0,1.0,1,2,21,10,36,66,341,66,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,6.83,39.0,567.5573663624511,100.0,18.0,0.0
2856,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9836113,20160104002432,42537846,17.0,17.0,47.6241532577878,-122.31822713162882,1,1.0,0.0,1.0,1,1,1125,15,33,52,321,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,15,2.078918834221248,49.0,350.0,95.0,25.0,0.0
2857,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5510720,20160104002432,10853410,1.0,1.0,47.61445783391578,-122.31426973553059,2,1.0,1.0,1.0,2,1,10,0,0,6,29,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.24,125.0,710.0,200.0,40.0,25.0
2859,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,8050232,20160104002432,42419614,1.0,1.0,47.613908569321936,-122.3290301694458,1,1.0,1.0,1.0,1,1,1125,0,0,0,106,10,74.0,8.0,5.0,9.0,9.0,9.0,7.0,1,2.48,90.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2860,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9386179,20160104002432,42537846,17.0,17.0,47.62572677985786,-122.317307594226,2,1.0,0.0,1.0,1,1,1125,1,30,60,335,6,83.0,9.0,10.0,10.0,10.0,9.0,9.0,15,4.62,69.0,400.0,95.0,25.0,0.0
2861,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Private room,"Seattle, WA",WA,4184211,20160104002432,5806502,1.0,1.0,47.624470689902324,-122.31849916941721,2,1.0,1.0,1.0,1,1,1125,27,57,87,362,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.59,104.0,567.5573663624511,150.0,30.0,0.0
2863,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,t,t,f,Private room,"Seattle, WA",WA,1348777,20160104002432,7317822,3.0,3.0,47.6258102249568,-122.31926581992512,2,1.0,1.0,1.0,1,1,90,30,60,90,365,14,94.0,9.0,9.0,9.0,10.0,9.0,9.0,3,0.48,150.0,567.5573663624511,254.48483177054607,20.0,50.0
2864,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,317248,20160104002432,658155,13.0,13.0,47.623362158113686,-122.31667781615316,7,2.0,2.0,4.0,1,3,30,11,33,62,62,11,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0.26,240.0,567.5573663624511,254.48483177054607,120.0,0.0
2865,Pull-out Sofa,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6182715,20160104002432,32069191,1.0,1.0,47.61536393188877,-122.31483092183912,2,1.0,0.0,1.0,1,1,1125,25,51,69,344,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,70.0,506.0,254.48483177054607,40.0,0.0
2867,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Cabin,f,f,f,Entire home/apt,"Seattle, WA",WA,6076158,20160104002432,31509,4.0,4.0,47.61860859602773,-122.3196966339597,2,1.0,1.0,2.0,2,1,27,13,13,13,84,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.89,99.0,567.5573663624511,254.48483177054607,61.71090387374462,20.0
2868,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,t,t,f,Entire home/apt,"Seattle, WA",WA,384797,20160104002432,50893,10.0,10.0,47.625698103830516,-122.32095362196335,16,2.0,6.0,9.0,13,3,60,18,48,74,320,21,97.0,9.0,10.0,10.0,10.0,10.0,9.0,9,0.48,673.0,567.5573663624511,254.48483177054607,300.0,68.0
2869,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7901318,20160104002432,1839610,1.0,1.0,47.61838242079653,-122.32453486689596,3,1.0,1.0,2.0,1,2,1125,0,0,0,115,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.11,98.0,500.0,254.48483177054607,25.0,0.0
2870,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Private room,"Seattle, WA",WA,7614244,20160104002432,900531,2.0,2.0,47.62510349041335,-122.32652306493708,4,1.0,1.0,2.0,1,1,1125,27,54,54,181,1,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,2,1.0,105.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2871,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,t,t,f,Private room,"Seattle, WA",WA,458189,20160104002432,50893,10.0,10.0,47.62398243705371,-122.3203741915204,2,2.0,1.0,1.0,1,2,14,0,0,0,2,14,99.0,9.0,10.0,10.0,9.0,10.0,9.0,9,0.4,63.0,330.0,250.0,39.0,9.0
2872,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5386937,20160104002432,27919460,1.0,1.0,47.61600642141287,-122.3130781723403,4,1.0,1.0,2.0,2,1,1125,19,48,78,350,51,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,4.83,120.0,567.5573663624511,254.48483177054607,40.0,30.0
2873,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Townhouse,f,f,f,Private room,"Seattle, WA",WA,8684315,20160104002432,45601796,1.0,1.0,47.62766968104282,-122.32144809656958,2,1.5,1.0,1.0,1,1,1125,8,33,63,338,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.51,78.0,510.0,254.48483177054607,20.0,0.0
2874,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3412630,20160104002432,17206245,3.0,3.0,47.61807723405025,-122.31886357465885,4,1.5,2.0,2.0,4,3,1125,0,0,25,300,32,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.81,195.0,567.5573663624511,254.48483177054607,95.0,25.0
2876,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Private room,"Seattle, WA",WA,1775016,20160104002432,8315334,3.0,3.0,47.62563419343173,-122.32466333147593,2,1.5,1.0,1.0,1,1,7,24,54,79,343,67,93.0,10.0,10.0,10.0,10.0,10.0,9.0,3,4.35,79.0,567.5573663624511,150.0,25.0,0.0
2877,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9835920,20160104002432,42537846,17.0,17.0,47.625299516453794,-122.31654637635711,2,1.0,0.0,1.0,1,1,1125,23,53,83,358,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,15,2.078918834221248,69.0,400.0,95.0,25.0,0.0
2878,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,4223597,20160104002432,17206245,3.0,3.0,47.616943916847184,-122.31649008627724,4,2.0,2.0,2.0,1,3,1125,24,47,73,348,25,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1.73,195.0,567.5573663624511,254.48483177054607,95.0,0.0
2879,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,1976382,20160104002432,1121532,8.0,8.0,47.621803241212646,-122.32524790119119,4,1.0,1.0,1.0,1,2,1125,30,60,90,365,32,95.0,10.0,10.0,10.0,10.0,10.0,9.0,7,1.4,119.0,890.0,300.0,88.0,0.0
2880,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Private room,"Seattle, WA",WA,3396140,20160104002432,7613050,1.0,1.0,47.615623006444686,-122.31521483497788,2,1.0,1.0,1.0,2,1,1125,26,56,86,356,72,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,3.88,75.0,725.0,254.48483177054607,7.0,15.0
2881,Futon,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,1782140,20160104002432,9354671,1.0,1.0,47.62083205223188,-122.32280612365221,2,1.0,1.0,1.0,1,1,1125,8,23,32,300,87,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1,3.27,99.0,900.0,254.48483177054607,35.0,0.0
2882,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,430453,20160104002432,1393266,3.0,3.0,47.6139888733625,-122.32778916790994,2,1.0,1.0,1.0,1,2,7,30,60,90,365,48,97.0,9.0,9.0,10.0,10.0,10.0,9.0,3,1.46,149.0,567.5573663624511,250.0,25.0,0.0
2883,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,1633986,20160104002432,1797680,1.0,1.0,47.61530314719315,-122.32770208783127,2,1.0,1.0,1.0,2,1,10,22,52,82,108,32,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1,1.8,199.0,567.5573663624511,200.0,71.0,50.0
2884,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9507115,20160104002432,42537846,17.0,17.0,47.624436724098,-122.3181118563635,2,1.0,0.0,1.0,1,1,1125,17,47,77,352,1,80.0,8.0,10.0,10.0,10.0,8.0,8.0,15,1.0,69.0,400.0,95.0,25.0,0.0
2885,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Private room,"Seattle, WA",WA,8926060,20160104002432,12197959,3.0,3.0,47.6251745924337,-122.32516132354422,2,1.0,1.0,1.0,1,1,1125,15,45,75,350,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.33,69.0,449.0,300.0,24.0,25.0
2886,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Shared room,"Seattle, WA",WA,1520449,20160104002432,1243056,37.0,37.0,47.624094125871494,-122.31969523850948,1,0.5,1.0,1.0,1,4,1125,23,53,83,358,7,91.0,9.0,9.0,10.0,10.0,10.0,9.0,37,0.25,49.0,259.0,350.0,35.0,0.0
2887,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7697170,20160104002432,658155,13.0,13.0,47.62938384278783,-122.32174916186636,6,1.0,2.0,4.0,1,3,1125,26,49,79,337,15,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,3.06,239.0,567.5573663624511,254.48483177054607,120.0,0.0
2888,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Shared room,"Seattle, WA",WA,1511620,20160104002432,1243056,37.0,37.0,47.62528743393574,-122.31942483842946,1,0.5,1.0,1.0,1,4,1125,30,60,90,365,8,93.0,10.0,8.0,10.0,10.0,10.0,9.0,37,0.29,49.0,267.0,350.0,35.0,0.0
2889,Futon,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Shared room,"Seattle, WA",WA,9411935,20160104002432,10944157,1.0,1.0,47.61865640333775,-122.32483751012863,2,1.0,1.0,1.0,1,1,1125,25,36,36,311,2,80.0,9.0,8.0,8.0,9.0,9.0,9.0,1,1.28,29.0,200.0,254.48483177054607,61.71090387374462,15.0
2890,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Private room,"Seattle, WA",WA,1355094,20160104002432,7354306,18.0,18.0,47.62328263700896,-122.32377651664234,2,1.0,1.0,1.0,2,2,1125,0,28,58,333,67,91.0,9.0,9.0,10.0,10.0,10.0,9.0,18,2.26,68.0,476.0,254.48483177054607,61.71090387374462,0.0
2892,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,4009295,20160104002432,8534462,48.0,48.0,47.618223114829206,-122.32319176338969,3,1.0,1.0,1.0,2,14,1125,30,60,90,179,44,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3,2.72,169.0,567.5573663624511,300.0,50.0,15.0
2894,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,1159111,20160104002432,1787819,8.0,8.0,47.61484239747943,-122.32356914291927,6,1.0,2.0,3.0,1,3,90,27,57,80,327,31,92.0,10.0,10.0,10.0,10.0,9.0,9.0,6,0.99,204.0,567.5573663624511,254.48483177054607,60.0,0.0
2895,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9368573,20160104002432,31148752,354.0,354.0,47.635564044862384,-122.321561887869,6,2.5,2.0,2.0,1,2,1125,27,57,87,362,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,8,2.078918834221248,295.0,567.5573663624511,254.48483177054607,175.0,0.0
2897,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,9327585,20160104002432,42537846,17.0,17.0,47.624623349678146,-122.31616214847824,2,1.0,0.0,1.0,1,1,1125,17,31,59,334,10,90.0,8.0,10.0,9.0,9.0,10.0,9.0,15,5.45,69.0,450.0,95.0,25.0,0.0
2898,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Entire home/apt,"Seattle, WA",WA,6492056,20160104002432,8977034,3.0,3.0,47.62511854513486,-122.32295932928496,6,2.0,2.0,3.0,4,2,1125,0,0,0,202,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,2,2.078918834221248,420.0,567.5573663624511,150.0,150.0,15.0
2899,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7073650,20160104002432,37087453,1.0,1.0,47.62748202701772,-122.31615312297896,2,1.0,1.0,1.0,2,2,6,30,60,90,365,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.54,81.0,490.0,200.0,50.0,25.0
2900,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Shared room,"Seattle, WA",WA,9727857,20160104002432,50201633,2.0,2.0,47.61485056899172,-122.3243035019593,1,1.0,1.0,1.0,0,1,28,6,27,56,56,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,3.0,25.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2901,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,446276,20160104002432,884680,1.0,1.0,47.62289407407304,-122.32557496746279,3,1.0,2.0,2.0,1,3,7,29,51,81,353,30,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0.69,195.0,567.5573663624511,250.0,90.0,0.0
2902,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Entire home/apt,"Seattle, WA",WA,208670,20160104002432,1022302,1.0,1.0,47.621627391991474,-122.31692930758341,5,1.0,1.0,2.0,4,2,365,30,60,90,216,78,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1,1.65,169.0,567.5573663624511,250.0,108.0,25.0
2903,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,8868833,20160104002432,46422666,1.0,1.0,47.61920606095602,-122.3232524696258,3,1.0,0.0,1.0,2,2,1125,19,49,79,168,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.82,95.0,595.0,254.48483177054607,25.0,0.0
2904,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,7180032,20160104002432,6565884,1.0,1.0,47.61969855602979,-122.3148762593945,3,1.0,2.0,2.0,1,5,1125,10,40,69,69,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,100.0,650.0,254.48483177054607,61.71090387374462,0.0
2905,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Private room,"Seattle, WA",WA,9137259,20160104002432,5820099,7.0,7.0,47.618199435224476,-122.32141714909069,2,1.0,1.0,1.0,2,1,1125,22,52,82,353,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,7,2.078918834221248,85.0,567.5573663624511,254.48483177054607,30.0,10.0
2906,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,House,f,f,f,Entire home/apt,"Seattle, WA",WA,9252998,20160104002432,14342573,1.0,1.0,47.628686182811634,-122.32233635925644,6,2.0,3.0,3.0,1,3,1125,2,2,2,38,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,400.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2908,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6278216,20160104002432,32532664,1.0,1.0,47.61501705985175,-122.3230597659922,5,1.0,1.0,3.0,1,2,1125,4,4,4,222,9,84.0,9.0,8.0,9.0,9.0,9.0,8.0,1,1.15,175.0,900.0,100.0,61.71090387374462,0.0
2909,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Capitol Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,6425652,20160104002432,33530053,1.0,1.0,47.63390682383547,-122.3215254948325,4,1.0,2.0,2.0,0,2,1125,30,60,90,365,5,84.0,9.0,8.0,10.0,9.0,8.0,8.0,1,0.87,200.0,567.5573663624511,254.48483177054607,30.0,0.0
